elapsed_s,stamp_s,x_in_path_frame_m,y_in_path_frame_m,signed_cte_m,tracking_error_m
11.000424623,1787875087.429327726,1.521889267,0.770068144,0.080637216,0.080637216
11.050019264,1787875087.478922367,1.527145871,0.770758004,0.079060758,0.079060758
11.102424622,1787875087.531327724,1.537184348,0.771743337,0.075748695,0.075748695
11.152698278,1787875087.581601381,1.546499788,0.772368090,0.072412234,0.072412234
11.200118065,1787875087.629021168,1.557206215,0.772772540,0.068292842,0.068292842
11.251848936,1787875087.680752039,1.569051588,0.772866387,0.063414151,0.063414151
11.301759005,1787875087.730662107,1.581091368,0.772607702,0.058133907,0.058133907
11.350016117,1787875087.778919220,1.593104424,0.771964588,0.052515817,0.052515817
11.402021885,1787875087.830924988,1.605529930,0.770876130,0.046320531,0.046320531
11.451931953,1787875087.880835056,1.618439089,0.769324896,0.039502384,0.039502384
11.502064466,1787875087.930967569,1.628923506,0.767741177,0.033670851,0.033670851
11.549945116,1787875087.978848219,1.639816818,0.765766809,0.027313274,0.027313274
11.601091623,1787875088.029994726,1.651976915,0.763220248,0.019905312,0.019905312
11.650091648,1787875088.078994751,1.659737387,0.761400519,0.015000983,0.015000983
11.700208187,1787875088.129111290,1.667619081,0.759402992,0.009884421,0.009884421
11.750197411,1787875088.179100513,1.672321454,0.758179853,0.006803292,0.006803292
11.799993038,1787875088.228896141,1.677973504,0.756747927,0.003134624,0.003134624
11.850226402,1787875088.279129505,1.685492682,0.754976817,-0.001624444,0.001624444
11.900468588,1787875088.329371691,1.700586294,0.751795188,-0.010838336,0.010838336
11.952261448,1787875088.381164551,1.709216276,0.750231369,-0.015874685,0.015874685
12.001184940,1787875088.430088043,1.718783530,0.748835900,-0.021150950,0.021150950
12.050078154,1787875088.478981256,1.727859792,0.747872484,-0.025829174,0.025829174
12.100013733,1787875088.528916836,1.735603137,0.747336777,-0.029560487,0.029560487
12.150282860,1787875088.579185963,1.743814650,0.747036940,-0.033273829,0.033273829
